spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type,spatial_unit_type,zone,borough,score_ratio,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub,adjusted_night_vitality_score,source_spatial_unit,source_zone
8731aa354ffffff,16.0,7.27988125,25.1975,0.0,0.0,0.6875,0.1875,20.0,18,6,5,2.125,1.0,36.0,0.1111111111111111,0.4285714285714285,0.64,22.9,4,mixed_evening_area,h3,活动网格 8731aa354ffffff,Beijing,0.2787583688374923,0.3889,0.1367,1.72,7.0,2.0,0.733,20.0,15.0,8.0,7.0,1.0,0.0,0.0,316.92,0.2733,0.123,0.0957,2.21,False,20.69,8731aa354ffffff,活动网格 8731aa354ffffff
8731aabb6ffffff,27.0,10.193870370370371,28.232222222222223,0.0,0.1481481481481481,0.2592592592592592,0.1851851851851851,38.0,26,6,7,2.772727272727273,1.0,65.0,0.1692307692307692,0.6190476190476191,0.5301204819277108,22.9,4,mixed_evening_area,h3,活动网格 8731aabb6ffffff,Beijing,0.2787583688374923,0.2778,0.0667,1.24,5.0,4.0,0.858,30.0,29.0,8.0,5.0,7.0,0.0,2.0,268.23,0.5162,0.2323,0.2029,4.18,False,18.72,8731aabb6ffffff,活动网格 8731aabb6ffffff
873185246ffffff,5.0,5.9705,21.888,0.0,0.2,0.4,0.2,13.0,16,6,2,1.0833333333333333,1.25,18.0,0.4444444444444444,0.3809523809523809,1.08,22.83,4,mixed_evening_area,h3,活动网格 873185246ffffff,Beijing,0.2779062690200852,0.3889,0.2,1.72,6.0,4.0,0.714,30.0,27.0,7.0,6.0,1.0,2.0,0.0,839.29,0.1642,0.0739,0.0875,1.57,False,21.26,873185246ffffff,活动网格 873185246ffffff
873181a03ffffff,2.0,16.183049999999998,45.09,0.0,0.5,0.5,0.0,2.0,4,4,1,1.0,1.0,4.0,0.0,0.0952380952380952,1.0,22.72,3,mixed_evening_area,h3,活动网格 873181a03ffffff,Beijing,0.2765672550213024,0.0,0.0,1.64,0.0,0.0,0.018,3.0,2.0,1.0,0.0,2.0,0.0,0.0,731.32,1.0,0.45,0.425,8.1,False,14.62,873181a03ffffff,活动网格 873181a03ffffff
8731852d9ffffff,2.0,6.4863,32.575,0.0,0.5,0.5,0.0,2.0,4,4,1,1.0,1.0,4.0,0.0,0.0952380952380952,1.0,22.72,3,mixed_evening_area,h3,活动网格 8731852d9ffffff,Beijing,0.2765672550213024,0.0,0.0,1.72,0.0,0.0,0.118,6.0,2.0,2.0,0.0,1.0,0.0,0.0,684.81,0.2072,0.0932,0.1475,2.66,False,20.06,8731852d9ffffff,活动网格 8731852d9ffffff
873181a2effffff,2.0,13.44555,33.0,0.0,0.0,1.0,0.0,2.0,4,4,1,1.0,1.0,4.0,0.0,0.0952380952380952,1.0,22.72,1,transport_hub_like,h3,活动网格 873181a2effffff,Beijing,0.2765672550213024,0.0,0.0,1.64,0.0,1.0,0.227,7.0,6.0,3.0,0.0,2.0,0.0,0.0,761.06,0.7871,0.3542,0.2755,6.38,False,16.34,873181a2effffff,活动网格 873181a2effffff
8731aad8affffff,2.0,2.56255,17.515,0.0,0.5,0.5,0.5,2.0,4,3,1,1.0,1.0,4.0,0.0,0.0952380952380952,1.0,22.72,3,mixed_evening_area,h3,活动网格 8731aad8affffff,Beijing,0.2765672550213024,0.5833,0.3167,1.56,10.0,5.0,0.962,30.0,25.0,10.0,10.0,3.0,1.0,0.0,301.82,0.0,0.0,0.075,1.35,False,21.37,8731aad8affffff,活动网格 8731aad8affffff
8731aa318ffffff,5.0,2.53442,21.166,0.0,0.6,0.2,0.2,17.0,15,6,3,1.5454545454545454,1.25,22.0,0.5454545454545454,0.3571428571428571,0.8839285714285714,22.71,3,mixed_evening_area,h3,活动网格 8731aa318ffffff,Beijing,0.2764455264759586,0.3889,0.0933,1.56,7.0,3.0,0.717,30.0,21.0,6.0,7.0,3.0,0.0,0.0,583.2,0.0,0.0,0.09,1.62,False,21.09,8731aa318ffffff,活动网格 8731aa318ffffff
8731aa083ffffff,1.0,8.1368,4.35,0.0,0.0,1.0,0.0,3.0,4,4,1,1.0,1.0,4.0,0.5,0.0952380952380952,1.0,22.7,4,mixed_evening_area,h3,活动网格 8731aa083ffffff,Beijing,0.2763237979306147,0.4444,0.0,1.48,8.0,7.0,0.796,26.0,25.0,7.0,8.0,4.0,0.0,0.0,812.12,0.3447,0.1551,0.1207,2.79,False,19.91,8731aa083ffffff,活动网格 8731aa083ffffff
8731aa611ffffff,1.0,10.0099,30.18,0.0,0.0,1.0,1.0,3.0,4,3,1,1.0,1.0,4.0,0.5,0.0952380952380952,1.0,22.7,4,mixed_evening_area,h3,活动网格 8731aa611ffffff,Beijing,0.2763237979306147,0.1111,0.0233,1.72,2.0,1.0,0.727,30.0,23.0,7.0,2.0,1.0,0.0,3.0,321.94,0.5008,0.2254,0.1753,4.06,False,18.64,8731aa611ffffff,活动网格 8731aa611ffffff
87318112bffffff,1.0,68.629,55.3,0.0,0.0,1.0,1.0,3.0,4,4,1,1.0,1.0,4.0,0.5,0.0952380952380952,1.0,22.7,1,transport_hub_like,h3,活动网格 87318112bffffff,Beijing,0.2763237979306147,0.0556,0.0233,1.8,1.0,2.0,0.232,17.0,7.0,3.0,1.0,0.0,0.0,0.0,792.4,1.0,0.45,0.35,8.1,False,14.6,87318112bffffff,活动网格 87318112bffffff
8731aa74effffff,1.0,23.8826,54.32,0.0,0.0,1.0,0.0,3.0,4,3,1,1.0,1.0,4.0,0.5,0.0952380952380952,1.0,22.7,1,transport_hub_like,h3,活动网格 8731aa74effffff,Beijing,0.2763237979306147,0.2778,0.1567,1.56,5.0,4.0,0.899,30.0,20.0,8.0,5.0,3.0,0.0,0.0,859.45,1.0,0.45,0.35,8.1,False,14.6,8731aa74effffff,活动网格 8731aa74effffff
8731aa14cffffff,10.0,10.13156,36.054,0.0,0.2,0.4,0.2,17.0,20,6,3,1.5,1.0,27.0,0.2592592592592592,0.4761904761904761,0.8,22.69,4,mixed_evening_area,h3,活动网格 8731aa14cffffff,Beijing,0.2762020693852708,0.3333,0.27,1.8,6.0,6.0,0.773,30.0,26.0,7.0,6.0,0.0,0.0,0.0,752.83,0.511,0.2299,0.2088,4.14,False,18.55,8731aa14cffffff,活动网格 8731aa14cffffff
873185b72ffffff,4.0,5.5464,27.3,0.0,0.0,1.0,0.25,6.0,7,4,2,1.5,1.0,10.0,0.2,0.1666666666666666,0.8,22.68,4,mixed_evening_area,h3,活动网格 873185b72ffffff,Beijing,0.2760803408399269,0.6111,0.2,1.24,11.0,7.0,0.836,30.0,28.0,7.0,11.0,7.0,0.0,1.0,309.36,0.1289,0.058,0.0451,1.04,False,21.64,873185b72ffffff,活动网格 873185b72ffffff
8731aacc0ffffff,9.0,9.51131111111111,35.57888888888889,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,23.0,19,6,3,1.875,1.5454545454545454,32.0,0.4375,0.4523809523809524,0.8853754940711462,22.65,4,mixed_evening_area,h3,活动网格 8731aacc0ffffff,Beijing,0.2757151552038953,0.9167,0.6467,1.72,16.0,3.0,0.917,30.0,29.0,10.0,16.0,1.0,1.0,1.0,340.61,0.4593,0.2067,0.1941,3.72,False,18.93,8731aacc0ffffff,活动网格 8731aacc0ffffff
8731aa0deffffff,9.0,15.629666666666669,35.10666666666666,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,11.0,16,6,3,1.0,1.5714285714285714,20.0,0.1,0.3809523809523809,1.2857142857142856,22.58,4,mixed_evening_area,h3,活动网格 8731aa0deffffff,Beijing,0.2748630553864881,0.25,0.0667,1.8,4.0,3.0,0.634,30.0,26.0,6.0,4.0,0.0,1.0,0.0,815.01,0.9691,0.4361,0.3892,7.85,False,14.73,8731aa0deffffff,活动网格 8731aa0deffffff
8731aacc6ffffff,15.0,9.574886666666666,53.08266666666667,0.0,0.0,0.4666666666666667,0.2666666666666666,23.0,20,6,4,2.0,1.75,38.0,0.2105263157894736,0.4761904761904761,0.9166666666666666,22.56,4,mixed_evening_area,h3,活动网格 8731aacc6ffffff,Beijing,0.2746195982958003,0.4167,0.2667,1.64,7.0,2.0,0.703,30.0,22.0,6.0,7.0,2.0,1.0,3.0,284.99,0.4646,0.2091,0.1626,3.76,False,18.8,8731aacc6ffffff,活动网格 8731aacc6ffffff
8731aa4c5ffffff,22.0,10.278695454545456,42.13181818181818,0.0,0.0454545454545454,0.1818181818181818,0.2727272727272727,23.0,27,6,4,1.6842105263157894,1.625,45.0,0.0222222222222222,0.6428571428571429,0.9779411764705884,22.56,4,mixed_evening_area,h3,活动网格 8731aa4c5ffffff,Beijing,0.2746195982958003,0.3889,0.14,1.48,7.0,2.0,0.856,30.0,24.0,8.0,7.0,4.0,0.0,1.0,493.43,0.5232,0.2355,0.1899,4.24,False,18.32,8731aa4c5ffffff,活动网格 8731aa4c5ffffff
8731a805dffffff,2.0,53.15745,55.825,0.0,0.0,0.5,1.0,0.0,2,1,1,0.0,1.0,2.0,-1.0,0.0476190476190476,2.0,22.55,1,transport_hub_like,h3,活动网格 8731a805dffffff,Beijing,0.2744978697504565,0.0,0.0,1.8,0.0,0.0,0.017,7.0,1.0,1.0,0.0,0.0,0.0,0.0,512.94,1.0,0.45,0.35,8.1,False,14.45,8731a805dffffff,活动网格 8731a805dffffff
8731aac09ffffff,7.0,4.583928571428571,27.222857142857144,0.0,0.1428571428571428,0.5714285714285714,0.1428571428571428,12.0,14,6,3,1.4444444444444444,1.2,19.0,0.2631578947368421,0.3333333333333333,0.9,22.54,4,mixed_evening_area,h3,活动网格 8731aac09ffffff,Beijing,0.2743761412051125,0.5278,0.18,1.72,9.0,7.0,0.849,30.0,27.0,8.0,9.0,1.0,1.0,0.0,624.75,0.0487,0.0219,0.0385,0.69,False,21.85,8731aac09ffffff,活动网格 8731aac09ffffff
8731aac0bffffff,9.0,17.509611111111113,59.986666666666665,0.0,0.0,0.5555555555555556,0.2222222222222222,19.0,18,6,4,1.6666666666666667,1.4444444444444444,28.0,0.3571428571428571,0.4285714285714285,0.9166666666666666,22.49,4,mixed_evening_area,h3,活动网格 8731aac0bffffff,Beijing,0.2737674984783931,0.5556,0.0,1.64,10.0,10.0,0.684,30.0,26.0,6.0,10.0,2.0,0.0,0.0,467.76,1.0,0.45,0.35,8.1,False,14.39,8731aac0bffffff,活动网格 8731aac0bffffff
8731aa30bffffff,6.0,5.299183333333334,17.78,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,8.0,11,5,2,1.3,1.0,14.0,0.1428571428571428,0.2619047619047619,0.8695652173913044,22.48,4,mixed_evening_area,h3,活动网格 8731aa30bffffff,Beijing,0.2736457699330493,0.0556,0.0,1.4,1.0,1.0,0.28,18.0,11.0,3.0,1.0,5.0,0.0,0.0,652.33,0.1083,0.0487,0.0629,1.13,False,21.35,8731aa30bffffff,活动网格 8731aa30bffffff
8731aa15cffffff,13.0,10.585369230769231,42.48,0.0,0.0769230769230769,0.5384615384615384,0.2307692307692307,15.0,19,6,3,1.5625,1.0,28.0,0.0714285714285714,0.4523809523809524,0.7804878048780488,22.48,4,mixed_evening_area,h3,活动网格 8731aa15cffffff,Beijing,0.2736457699330493,0.2222,0.0,1.56,4.0,3.0,0.541,18.0,12.0,6.0,4.0,3.0,0.0,0.0,826.67,0.5488,0.247,0.2036,4.45,False,18.03,8731aa15cffffff,活动网格 8731aa15cffffff
8731aa4d8ffffff,7.0,20.30112857142857,46.53000000000001,0.0,0.0,0.2857142857142857,0.2857142857142857,25.0,24,6,3,1.2142857142857142,1.5,32.0,0.5625,0.5714285714285714,1.129032258064516,22.46,4,mixed_evening_area,h3,活动网格 8731aa4d8ffffff,Beijing,0.2734023128423615,0.4444,0.3333,1.4,8.0,5.0,0.903,30.0,28.0,8.0,8.0,5.0,0.0,4.0,250.29,1.0,0.45,0.35,8.1,False,14.36,8731aa4d8ffffff,活动网格 8731aa4d8ffffff
87318534dffffff,3.0,2.089166666666667,14.426666666666668,0.0,0.6666666666666666,0.3333333333333333,1.0,4.0,6,4,2,1.0,1.25,7.0,0.1428571428571428,0.1428571428571428,1.125,22.35,3,mixed_evening_area,h3,活动网格 87318534dffffff,Beijing,0.2720632988435788,0.3056,0.0467,1.24,5.0,7.0,0.904,30.0,29.0,8.0,5.0,7.0,1.0,1.0,652.81,0.0,0.0,0.1,1.8,False,20.55,87318534dffffff,活动网格 87318534dffffff
8731aa583ffffff,11.0,16.850509090909092,46.36363636363637,0.0,0.0,0.4545454545454545,0.1818181818181818,16.0,19,6,3,1.3636363636363635,1.5,27.0,0.1851851851851851,0.4523809523809524,1.057692307692308,22.32,4,mixed_evening_area,h3,活动网格 8731aa583ffffff,Beijing,0.2716981132075471,0.7222,0.32,1.72,12.0,6.0,0.798,30.0,29.0,7.0,12.0,1.0,2.0,1.0,271.17,1.0,0.45,0.35,8.1,False,14.22,8731aa583ffffff,活动网格 8731aa583ffffff
8731aa363ffffff,33.0,7.918881818181818,31.34363636363636,0.0,0.1212121212121212,0.2727272727272727,0.1212121212121212,39.0,23,6,7,3.473684210526316,1.5,72.0,0.0833333333333333,0.5476190476190477,0.5588235294117647,22.3,4,mixed_evening_area,h3,活动网格 8731aa363ffffff,Beijing,0.2714546561168593,0.1667,0.0,1.32,3.0,3.0,0.752,30.0,22.0,7.0,3.0,6.0,0.0,0.0,415.14,0.3266,0.147,0.1325,2.65,False,19.65,8731aa363ffffff,活动网格 8731aa363ffffff
873181865ffffff,13.0,6.678992307692307,19.84692307692308,0.0,0.0769230769230769,0.3846153846153846,0.1538461538461538,16.0,18,6,3,1.5714285714285714,1.75,29.0,0.1034482758620689,0.4285714285714285,1.0694444444444446,22.3,4,mixed_evening_area,h3,活动网格 873181865ffffff,Beijing,0.2714546561168593,0.5833,0.2667,1.72,10.0,1.0,0.82,30.0,28.0,8.0,10.0,1.0,1.0,0.0,199.02,0.2232,0.1005,0.0897,1.81,False,20.49,873181865ffffff,活动网格 873181865ffffff
873181989ffffff,3.0,5.210466666666667,14.726666666666668,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,5,3,2,1.0,1.3333333333333333,6.0,0.0,0.119047619047619,1.1666666666666663,22.28,3,mixed_evening_area,h3,活动网格 873181989ffffff,Beijing,0.2712111990261716,0.8333,0.1567,1.64,15.0,14.0,0.868,30.0,28.0,8.0,15.0,2.0,0.0,0.0,730.88,0.1009,0.0454,0.1353,2.44,False,19.84,873181989ffffff,活动网格 873181989ffffff
873181856ffffff,2.0,17.375799999999998,29.09,0.0,0.0,1.0,0.5,1.0,3,2,1,1.0,1.0,3.0,-0.3333333333333333,0.0714285714285714,1.0,22.27,1,transport_hub_like,h3,活动网格 873181856ffffff,Beijing,0.2710894704808277,0.1667,0.1333,1.48,3.0,1.0,0.666,21.0,18.0,6.0,3.0,4.0,0.0,1.0,928.44,1.0,0.45,0.35,8.1,False,14.17,873181856ffffff,活动网格 873181856ffffff
8731aa71bffffff,2.0,3.4758,12.24,0.0,0.5,0.5,0.0,1.0,3,2,1,1.0,1.0,3.0,-0.3333333333333333,0.0714285714285714,1.0,22.27,3,mixed_evening_area,h3,活动网格 8731aa71bffffff,Beijing,0.2710894704808277,0.4444,0.07,1.4,8.0,5.0,0.877,27.0,25.0,8.0,8.0,5.0,0.0,0.0,500.89,0.0,0.0,0.075,1.35,False,20.92,8731aa71bffffff,活动网格 8731aa71bffffff
8731aa783ffffff,16.0,10.24235,24.635,0.0,0.0625,0.375,0.25,16.0,19,6,4,1.6666666666666667,1.7142857142857142,32.0,0.0,0.4523809523809524,1.0178571428571428,22.26,4,mixed_evening_area,h3,活动网格 8731aa783ffffff,Beijing,0.2709677419354839,0.1389,0.1333,1.56,2.0,2.0,0.682,30.0,30.0,6.0,2.0,3.0,1.0,2.0,334.61,0.5202,0.2341,0.1914,4.21,False,18.05,8731aa783ffffff,活动网格 8731aa783ffffff
8731aa060ffffff,23.0,27.314678260869567,40.62739130434783,0.0,0.0,0.3478260869565217,0.1304347826086956,23.0,25,6,4,2.0,1.4285714285714286,46.0,0.0,0.5952380952380952,0.8095238095238096,22.26,4,mixed_evening_area,h3,活动网格 8731aa060ffffff,Beijing,0.2709677419354839,0.3333,0.07,1.48,6.0,3.0,0.812,28.0,23.0,7.0,6.0,4.0,0.0,0.0,524.49,1.0,0.45,0.35,8.1,False,14.16,8731aa060ffffff,活动网格 8731aa060ffffff
8731aac6effffff,1.0,10.7707,30.17,0.0,0.0,1.0,0.0,2.0,3,3,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,1,transport_hub_like,h3,活动网格 8731aac6effffff,Beijing,0.27084601339014,0.2222,0.09,1.64,4.0,8.0,0.822,19.0,18.0,9.0,4.0,2.0,0.0,0.0,471.87,0.5642,0.2539,0.1975,4.57,False,17.68,8731aac6effffff,活动网格 8731aac6effffff
8731aaca4ffffff,6.0,4.804716666666667,38.55166666666667,0.0,0.0,0.5,0.3333333333333333,16.0,17,6,2,1.2307692307692308,1.5,22.0,0.4545454545454545,0.4047619047619047,1.1206896551724137,22.25,4,mixed_evening_area,h3,活动网格 8731aaca4ffffff,Beijing,0.27084601339014,0.0278,0.0,1.56,0.0,1.0,0.629,30.0,23.0,5.0,0.0,3.0,1.0,1.0,387.8,0.0671,0.0302,0.0235,0.54,False,21.71,8731aaca4ffffff,活动网格 8731aaca4ffffff
8731aa771ffffff,1.0,25.082,59.3,0.0,0.0,1.0,0.0,2.0,3,2,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,1,transport_hub_like,h3,活动网格 8731aa771ffffff,Beijing,0.27084601339014,0.1667,0.0,1.72,3.0,3.0,0.118,8.0,4.0,2.0,3.0,1.0,0.0,1.0,704.87,1.0,0.45,0.35,8.1,False,14.15,8731aa771ffffff,活动网格 8731aa771ffffff
8731aa490ffffff,1.0,22.4689,45.0,0.0,0.0,1.0,1.0,2.0,3,3,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,1,transport_hub_like,h3,活动网格 8731aa490ffffff,Beijing,0.27084601339014,0.2778,0.0,0.92,4.0,10.0,0.706,30.0,29.0,6.0,4.0,11.0,2.0,3.0,317.75,1.0,0.45,0.35,8.1,False,14.15,8731aa490ffffff,活动网格 8731aa490ffffff
87318185affffff,1.0,5.0593,9.9,0.0,0.0,1.0,0.0,2.0,3,2,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,4,mixed_evening_area,h3,活动网格 87318185affffff,Beijing,0.27084601339014,0.1111,0.0,1.8,2.0,2.0,0.241,8.0,6.0,3.0,2.0,0.0,0.0,1.0,550.86,0.0883,0.0397,0.0309,0.72,False,21.53,87318185affffff,活动网格 87318185affffff
8731818b6ffffff,1.0,12.7001,45.0,0.0,0.0,1.0,0.0,2.0,3,2,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,1,transport_hub_like,h3,活动网格 8731818b6ffffff,Beijing,0.27084601339014,0.1111,0.0233,1.8,2.0,1.0,0.372,16.0,8.0,5.0,2.0,0.0,0.0,0.0,357.6,0.725,0.3263,0.2538,5.87,False,16.38,8731818b6ffffff,活动网格 8731818b6ffffff
8731aa0caffffff,1.0,11.9312,24.53,0.0,0.0,1.0,1.0,2.0,3,3,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,1,transport_hub_like,h3,活动网格 8731aa0caffffff,Beijing,0.27084601339014,0.3056,0.0,1.8,4.0,27.0,0.312,30.0,29.0,3.0,4.0,0.0,3.0,2.0,162.43,0.6609,0.2974,0.2313,5.35,False,16.9,8731aa0caffffff,活动网格 8731aa0caffffff
8731aa856ffffff,1.0,3.0266,17.23,0.0,0.0,1.0,1.0,2.0,3,3,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,4,mixed_evening_area,h3,活动网格 8731aa856ffffff,Beijing,0.27084601339014,0.4444,0.1567,1.16,8.0,5.0,0.878,28.0,23.0,9.0,8.0,8.0,0.0,1.0,753.53,0.0,0.0,0.0,0.0,False,22.25,8731aa856ffffff,活动网格 8731aa856ffffff
8731aa161ffffff,1.0,9.2656,17.95,0.0,0.0,1.0,1.0,2.0,3,3,1,1.0,1.0,3.0,0.3333333333333333,0.0714285714285714,1.0,22.25,4,mixed_evening_area,h3,活动网格 8731aa161ffffff,Beijing,0.27084601339014,0.6667,0.0233,1.24,12.0,9.0,0.68,27.0,23.0,6.0,12.0,7.0,0.0,0.0,476.52,0.4388,0.1975,0.1536,3.55,False,18.7,8731aa161ffffff,活动网格 8731aa161ffffff
8731aac92ffffff,7.0,17.126471428571428,30.485714285714288,0.0,0.2857142857142857,0.1428571428571428,0.5714285714285714,18.0,17,6,4,1.3,1.7142857142857142,25.0,0.44,0.4047619047619047,1.1801242236024847,22.23,4,mixed_evening_area,h3,活动网格 8731aac92ffffff,Beijing,0.2706025562994522,0.0,0.0,1.4,0.0,8.0,0.648,30.0,28.0,5.0,0.0,5.0,0.0,1.0,293.95,1.0,0.45,0.3929,8.1,False,14.13,8731aac92ffffff,活动网格 8731aac92ffffff
8731aac49ffffff,12.0,6.994250000000001,30.85166666666667,0.0,0.0,0.25,0.1666666666666666,28.0,25,6,5,1.588235294117647,1.625,40.0,0.4,0.5952380952380952,1.0142045454545456,22.2,4,mixed_evening_area,h3,活动网格 8731aac49ffffff,Beijing,0.2702373706634205,0.7222,0.7567,1.72,13.0,0.0,0.813,30.0,27.0,8.0,13.0,1.0,0.0,0.0,455.31,0.2495,0.1123,0.0873,2.02,False,20.18,8731aac49ffffff,活动网格 8731aac49ffffff
8731aa8d9ffffff,13.0,4.014638461538461,19.95384615384616,0.0,0.6923076923076923,0.3076923076923077,0.0,15.0,12,4,9,2.4545454545454546,1.0,28.0,0.0714285714285714,0.2857142857142857,0.5789473684210527,22.16,3,mixed_evening_area,h3,活动网格 8731aa8d9ffffff,Beijing,0.269750456482045,0.8333,0.2467,1.72,15.0,10.0,0.597,30.0,23.0,5.0,15.0,1.0,0.0,0.0,778.6,0.0012,0.0005,0.1043,1.88,False,20.28,8731aa8d9ffffff,活动网格 8731aa8d9ffffff
8731aa71affffff,5.0,4.552960000000001,19.0,0.0,0.2,0.4,0.4,12.0,14,6,2,1.125,1.3333333333333333,17.0,0.4117647058823529,0.3333333333333333,1.0980392156862744,22.15,4,mixed_evening_area,h3,活动网格 8731aa71affffff,Beijing,0.2696287279367011,0.5556,0.4067,1.56,10.0,0.0,0.626,30.0,22.0,5.0,10.0,3.0,0.0,0.0,374.29,0.0461,0.0207,0.0461,0.83,False,21.32,8731aa71affffff,活动网格 8731aa71affffff
8731ab554ffffff,1.0,1.267,10.0,0.0,1.0,0.0,1.0,0.0,1,1,1,0.0,1.0,1.0,-1.0,0.0238095238095238,2.0,22.08,3,mixed_evening_area,h3,活动网格 8731ab554ffffff,Beijing,0.2687766281192939,0.3333,0.29,1.72,6.0,1.0,0.592,30.0,25.0,6.0,6.0,1.0,0.0,1.0,309.96,0.0,0.0,0.15,2.7,False,19.38,8731ab554ffffff,活动网格 8731ab554ffffff
8731aac85ffffff,1.0,1.5396,18.32,0.0,1.0,0.0,1.0,0.0,1,1,1,0.0,1.0,1.0,-1.0,0.0238095238095238,2.0,22.08,3,mixed_evening_area,h3,活动网格 8731aac85ffffff,Beijing,0.2687766281192939,0.3056,0.09,1.24,5.0,4.0,0.855,30.0,23.0,8.0,5.0,7.0,1.0,1.0,872.74,0.0,0.0,0.15,2.7,False,19.38,8731aac85ffffff,活动网格 8731aac85ffffff
8731aa122ffffff,15.0,17.964786666666665,32.58,0.0,0.0666666666666666,0.4666666666666667,0.2666666666666666,13.0,18,6,3,1.6153846153846154,1.4,28.0,-0.0714285714285714,0.4285714285714285,0.9176470588235294,22.05,4,mixed_evening_area,h3,活动网格 8731aa122ffffff,Beijing,0.2684114424832623,0.4167,0.3333,1.08,7.0,4.0,0.872,30.0,26.0,8.0,7.0,9.0,1.0,2.0,417.42,1.0,0.45,0.36,8.1,False,13.95,8731aa122ffffff,活动网格 8731aa122ffffff
8731aa0c4ffffff,10.0,7.03939,32.01,0.0,0.2,0.0,0.4,29.0,26,6,4,1.4444444444444444,1.625,39.0,0.4871794871794871,0.6190476190476191,1.0738636363636362,22.04,4,mixed_evening_area,h3,活动网格 8731aa0c4ffffff,Beijing,0.2682897139379184,0.2222,0.2233,1.56,4.0,3.0,0.791,30.0,21.0,7.0,4.0,3.0,0.0,0.0,375.21,0.2533,0.114,0.1186,2.14,False,19.9,8731aa0c4ffffff,活动网格 8731aa0c4ffffff
8731aa574ffffff,17.0,24.147229411764705,45.476470588235294,0.0,0.0,0.1764705882352941,0.2941176470588235,19.0,26,6,4,1.2666666666666666,1.5454545454545454,36.0,0.0555555555555555,0.6190476190476191,1.1229946524064172,22.03,4,mixed_evening_area,h3,活动网格 8731aa574ffffff,Beijing,0.2681679853925746,1.0,0.0,1.64,18.0,21.0,0.532,30.0,28.0,5.0,18.0,2.0,1.0,3.0,454.76,1.0,0.45,0.35,8.1,False,13.93,8731aa574ffffff,活动网格 8731aa574ffffff
873181b60ffffff,6.0,11.5437,25.551666666666662,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,15.0,17,6,2,1.125,1.3333333333333333,21.0,0.4285714285714285,0.4047619047619047,1.0980392156862744,21.99,4,mixed_evening_area,h3,活动网格 873181b60ffffff,Beijing,0.267681071211199,0.3889,0.27,1.56,7.0,1.0,0.741,30.0,20.0,6.0,7.0,3.0,0.0,0.0,594.04,0.6286,0.2829,0.245,5.09,False,16.9,873181b60ffffff,活动网格 873181b60ffffff
873181811ffffff,11.0,9.423381818181818,25.33181818181818,0.0,0.5454545454545454,0.1818181818181818,0.1818181818181818,9.0,14,6,2,1.5,1.25,20.0,-0.1,0.3333333333333333,0.9,21.95,3,mixed_evening_area,h3,活动网格 873181811ffffff,Beijing,0.2671941570298234,0.4444,0.0,1.64,8.0,8.0,0.851,30.0,25.0,8.0,8.0,2.0,0.0,3.0,251.89,0.4519,0.2034,0.24,4.32,False,17.63,873181811ffffff,活动网格 873181811ffffff
8731aa48cffffff,12.0,8.274683333333334,32.48916666666667,0.0,0.1666666666666666,0.25,0.3333333333333333,16.0,19,6,3,1.4285714285714286,1.6,28.0,0.1428571428571428,0.4523809523809524,1.0705882352941176,21.9,4,mixed_evening_area,h3,活动网格 8731aa48cffffff,Beijing,0.266585514303104,0.3889,0.29,1.64,7.0,4.0,0.857,30.0,29.0,9.0,7.0,2.0,0.0,0.0,425.8,0.3562,0.1603,0.1497,2.89,False,19.01,8731aa48cffffff,活动网格 8731aa48cffffff
873185255ffffff,10.0,5.95043,27.881,0.0,0.2,0.1,0.4,34.0,24,6,4,1.9230769230769231,1.7272727272727273,44.0,0.5454545454545454,0.5714285714285714,0.9330143540669856,21.9,4,mixed_evening_area,h3,活动网格 873185255ffffff,Beijing,0.266585514303104,0.6944,0.4467,1.8,12.0,7.0,0.873,30.0,27.0,8.0,12.0,0.0,1.0,0.0,489.21,0.1625,0.0731,0.0869,1.56,False,20.34,873185255ffffff,活动网格 873185255ffffff
